,id,listing_url,name,number_of_bedrooms,description,cancellation_policy,review_scores_value,reviews_per_month,host_id,host_name
303,6915487,https://www.airbnb.com/rooms/6915487,upper house near uw and greenlake,1,location sparse elegance makes great place relax enjoying seattle 12 miles north uw 3 blocks greenlake hardwood floors natural lighting fully equipped kitchen wifi comfortable queen beds spacious airy bright home beautiful floors 3 blocks green lake entire upstairs floor house supervisor tony available assist issues come stay woodlawn 3 blocks away seattles treasured green lake biking boating jogging tennis basketball inline skating 9hole short course bus transportation directions short walk away 12 miles university washington 1 mile woodland park zoo,strict,8.0,0.25,6885026,Jim
304,6202603,https://www.airbnb.com/rooms/6202603,nice one bedroom in fremont,3,cute 1 bedroom place safe quiet actually minutes walking distance awesome places things fremont restaurants cafes brewerys blocks away close bus lines downtown space 1 bedroom 6 unit apartment building windows every room apartment washer dryer unit nice big bedroom whole apartment 750sq feet pets queen size bed free street parking restriction moving car every 2 hours 85 meter though place right wallingford fremont 05 miles gasworks park coffee shops restaurants bars within blocks famous troll walking distance well really close fremonts downtown area buslines 2 blocks away,moderate,9.0,1.39,14898710,Molly
305,5286781,https://www.airbnb.com/rooms/5286781,full apt w garden cozy and light,1,warm 1bedroom private apartment located middle charming walkablevery comfortable bed bus stop downtown 50ft away apartment sits 1920s house lovely garden perfect enjoying breakfast soaking seattle sun live 15 minutes away happy act guide resource stay still provide privacy wallingford cozy pocket seattle located directly north lake union eccentric fremont ballard west university district 1 mile east 45th ave plenty topranked restaurants boutiques ice cream shops try yoroshiku delicious authentic ramen noodles perfect seattle fall day busses 26 28 pick 30 feet apartment take directly downtown bus 3132 university districteastbound pick 200 feet away bus 44 ballard 5 blocks away free street parking adjacent building apartment faces 40th ave means yo,flexible,10.0,0.53,9838821,Claire
306,2818420,https://www.airbnb.com/rooms/2818420,seattle home near downtown uw,3,please note prices includes 95 local sales tax spacious 1bedroom apartment 1926 craftsman house central part seattle wallingford neighborhood private entrance apartment located basement 6 steps 9 steps get well lit natural light four windows living area one window bedroom bathroom 800 sq ft living space open large living area fully equipped kitchen bedroom 75 bathroom bathroom access master bedroom furnished sleep eat four queen bed br sleeper sofa futon lr full size washer dryer note sleeper sofa good 2 children adult may tight 2 adults dining table kitchen bar four barstools fully equipped kitchen electric stove oven microwave dishwasher fridge enough pots pans dishes utensils silverware cook feed 48 people walk score 95 bike score 89 transit sco,strict,10.0,0.23,14417667,Saleem
307,3739681,https://www.airbnb.com/rooms/3739681,cozy basement in wallingford home,0,home wallingford cozy separate apartment basement level two bedrooms bathroom kitchen washerdryer help make stay seattle enjoyable basement apartment separate access side house side house nice sitting area smoking allowed side house back house barbecue pit outside dining table also welcome use kitchen downstairs fully functional large refrigerator tv living room main bedroom downstairs direct tv lots channels smart tv living room netflix pandora etc also washer dryer downstairs apartment believe everything need basement apartment make stay comfortable enjoyable anything need stay dont yet downstairs happy buy share wit,moderate,9.0,0.69,832888,Matthew
308,7922063,https://www.airbnb.com/rooms/7922063,wallingford living room w air bed,2,great wallingford location right across green lake 10 minutes downtown wifi sometimes slow stairs rules normal sleep hours quite around 11 go sleep early wake pretty early well cleanup sorry pets clean living room air bed nothing fancy everything need full kitchen lots great appliances feel free use kitchen green lake right across street swimming kayaking paddle board lounging around time easy going eager hear travels green lake cant say enough nice runners dream walking distance wallingford green lake neighborhood great restaurants near bus lines bike parking basement walking distance wallingforsd restaurants pretty close university,flexible,10.0,0.22,35246915,Jaime
309,611509,https://www.airbnb.com/rooms/611509,craftsman with private bath  ac,5,private bedroom bathroom updated 1914 craftsman house modern furnishings house 1500 sq ft original beautiful box beam ceilings leaded glass windows hardwood floors central heat air conditioning keep cool summer guest room main floor house private bathroom nearby room furnished queen bed dresser small closet hangers luggage rack laundry hamper queen bed outfitted cotton sheets couple different types pillows alternative duvet cotton duvet cover bathroom always equipped towels hair dryer toilet paper soap shampoo conditioner usually extra goodies like shaving cream qtips razors lotions main floor kitchen living areas tv room 50 tv shared also welcome relax front porch back deck bed bath located second level guests,moderate,10.0,1.49,3032548,Joanna
310,1802663,https://www.airbnb.com/rooms/1802663,urban oasis in wallingford home,3,enjoy charming getaway heart wallingford neighborhood seattle north lake union centrally located private unit within walking distance parks restaurants shopping uw greenlake zoo buses downtown 1906 dutch colonial home charming wallingford neighborhood offers privateentrance ground level suite onebedroom units living room furnished fullsize futon couch leather loveseat 39inch flat screen smart tv built netflix bedroom comfortable fullsize bed plenty closet storage space kitchenette includes dishes silverware four small refrigerator microwave toaster oven tea coffee coffee maker well small eating nook sink tiny charming tiled bathroom includes toilet sink showerthe private apartment opens landscaped backyard complete threetiered deck outdoor seating dining bbq salt wat,moderate,9.0,1.83,9450725,Ron
311,9797545,https://www.airbnb.com/rooms/9797545,cozy room  sleeping nook,2,excited share space lucky traveler room two parts social area sleeping nook fits full sized bed versatile comfortable room also access kitchen fridge fire place piano room composed two spots social space sleeping nook ample room sleeping nook hang clothes store shoes etc armoire social space desk studying sofa chair lounging key house please call either roommates confirm place ashely phone number hidden wade phone number hidden doesnt work send email ill tell location backup spare key away travels several months able stop however housemates around help need area right strip downtown wallingford access great bars c,moderate,,,6645401,Jess
312,9241055,https://www.airbnb.com/rooms/9241055,classic craftsman with modern touch,3,classic craftsman house includes modern amenities necessary comfortable stay house located quiet street one block away wallingford center grocery store qfc many bars restaurants girlfriend jessica live home access entire home away leave key back door lock box couple sets keys kitchen table things closet things move attic may lock event plenty space things entire home aside separate motherinlaw unit basement rented nice couple matt llyn couple dogs lulu duke separate entrance side house also welcome use back deck grill happy meet answer questions may arrive depart,flexible,,,832888,Matthew
313,9294832,https://www.airbnb.com/rooms/9294832,great 1 bedroom in greenlake,5,bright spacious two bedroom apartment located directly across green lake one desired neighborhoods seattle jog scenic loop around lake take stroll multiple restaurants coffee houses area apartment consists nice open layout sectional couch large tv great netflix hbo growing dvd collection enjoy cooking keep kitchen well stocked supplies may help often like bedroom accommodates two adults full bed huge closet things cozy quiet provide fresh linens towels needed shared kitchen bathroom flat screen tv netflix hbo ton dvds access washer dryer adjoining building high speed internet lots storage space access areas apartment besides bedroom working professionals ask guests mindful,flexible,10.0,3.16,23827582,Michelle
314,8643209,https://www.airbnb.com/rooms/8643209,private room w qsize bed a view,2,pillowtop mattress bed makes feel like youre sleeping cloud importantly though large window next bed offering stunning view downtown seattle behind beautiful lake union private bedroom also 15 shared bathrooms full kitchen full access also living room television welcome share us large deck view home time also work much home able offer information city get around apartment wallingford one old hip artsy neighborhoods seattle five ten minute walk university washington bars restaurants grocery stores gasworks park shops galleries bus stops across street apartment bus lines heading downtown every twenty minutes al,flexible,10.0,1.35,45437387,Jon
315,7258811,https://www.airbnb.com/rooms/7258811,lake union hacker house  2fl 4p 2l,1,built run supported seattle tech start veterans grokhomes focus create supportive environment smart people working interesting projects start ups listing lower bunk 4person shared room note fall major renovations happening one kitchen bathroom time always two working kitchens two working bathrooms house well work minimize impact renovations stay listing available working techscience space live hacker house immerse seattle tech scene expect surrounded smart people solving big problems working something fun frequent demo nights love guests share something passionate youre new city deep ties seattle tech scene help get involved expand network develop ideas learn someth,strict,,,1243056,Andrew
316,10265391,https://www.airbnb.com/rooms/10265391,art filled quiet walkable seattle,5,quiet artist apartment lots windows light fully stocked kitchen like cook beautiful bedroom subdued tones 24hour grocery store whole natural foods floor downstairs across wonderful independent movie theater taqueria coffee shops,flexible,,,10607280,Jay
317,132120,https://www.airbnb.com/rooms/132120,motherinlaw apartment in seattle,5,perfect visiting family seattle motherinlaw apartment located green lakewallingford area great parks restaurants around corner even small market microbrewery neighborhood walking family paradise motherinlaw apartment gives separate entrance offering privacy freedom roam apartment offers living room kitchen dining table bathroom laundry bedroom queensized bed ideal anybody enjoys walking parks futon couch living room folds single bed offering sleeping space apartment houses 2 adults family 4 comfortably get take walk explore area walk past baseball games woodland park zoo follow burkegillman trail along north shore lake union university washington carry groceries back wallingford make meal home go around corner get something,moderate,10.0,0.63,378445,Ralph
318,6343866,https://www.airbnb.com/rooms/6343866,wallingford burke retreat,1,apartment lower level classic 1915 craftsman bungalow heart wallingford walk score 93 ideally located 45th 50th 3 blocks restaurants grocery store drug stores welcome wallingford burke retreat home away home seattle welcoming apartment lower level classic 1915 seattle craftsman home heart one seattles favorite neighborhoods 3 block walk plops center wallingford neighborhood grocery store multiple drug stores restaurants could possibly try weeks stay restaurants range breakfast hot spots indian thai sushi japanese mediterranean mexican course many coffee shops cafes movie theater guild many bars choose including couple live music venues apartment entrance features 2 bedrooms 1 brand new queen mattress ot,strict,9.0,1.46,33039203,Tobin
319,3066740,https://www.airbnb.com/rooms/3066740,the silhouette  lake union seattle,5,enjoy stay seattle staying lake union right gas works park 15 minutes walk fremont area fabulous views space needle 4th july fireworks lake union seattle 3 double staterooms 3 baths sleeps 6 silhouette 63ft power yacht kitchen dishwasher microwave fridgefreezer large main salon flat screen digital cable tv stereo dining area seating 6 stairs upper fly bridge main salon master king size stateroom rear boat ensuite sink shower bath tub combo additional staterooms shower sink toilet upper covered fly bridge great views seattle skyline diningseating 10 people perfect spot take sights sounds seattle lake activity sea planes boats paddle boarders kayakers sipping glass wine morning coffee evening views lovely well walk aro,flexible,9.0,0.89,15606907,"Karen, Chip & Karl"
320,4130112,https://www.airbnb.com/rooms/4130112,warm family home w hot tub  honey,3,lovely gardenwrapped craftsman home easy access uw fremont downtown hot tub outdoor shower bedrooms upper floor well equipped kitchen lots sunlight across school playground enjoy honey backyard hive 100 year old home perfectly located quiet familyoriented neighborhood close uw i5 downtown three bedrooms second floor master bedroom queen bed childs room twin bed converts bunkbed sleep two front bedroom office twin bed converts king size bed front bedroom also treadmill desk get work done work first floor wellstocked kitchen comfortable living room dining room addition comfortable living area inside theres large deck gas grill hot tub outdoor shower enjoy house situated easy access i5 bus lines biking walking trails get wherever youd like go easy walk,strict,10.0,0.13,1414691,Jordan
321,4026757,https://www.airbnb.com/rooms/4026757,yellow suite  super cleannew bed,1,renovated craftsman home new bed fits two centrally located spacious kitchen lovely courtyard bistro free parking awesome business workspace superspeed wifi 1gig phone number hidden three rooms offered airbnnb yellow suite super comfortable super clean super quiet five blocks greenlake seattle adventures spacious private suite fantastic space seattle stay comfortably fits two brandnew king size bed lots storage space located second story home shared bathroom adjacent suite also large bathroom located main floor sunken tub walkin shower heated floors private suite basement please make main floor stay btw home three suites available blue green yellow suite available feel free inquire one suites three suites listed ai,strict,10.0,5.38,10061445,Roland
322,9545281,https://www.airbnb.com/rooms/9545281,eclectic 1bd apt in wallingford,2,quiet apartment wallingford surrounded beautiful parks craftsmen homes close everything major bus routes comes parking space private entrance eating area balcony tons books inside large spacious apartment private entry quiet centrallylocated neighborhood apartment dishwasher bathtub parking space eating area balcony heating apartment parking space side building unit available im town present cellphone able answer questions though unlikely event emergency neighbors contact apartment wallingford centrally located neighborhood north seattle sitting lake union 15 minute walk fremont gasworks park woodland park zoo greenlake park wallingford quiet residential neighborhood filled beautiful craftsmen homes gardens spilling,flexible,,,49432912,Alberto
323,3294804,https://www.airbnb.com/rooms/3294804,craftsman w hot tub janfeb deal,3,downtairs 1 br unit full kitchen home wallingford 5 min walk burke gilman trail gasworks park sup rental great restaurants bars shops wallingford center access fenced yard w htub enjoy private apartment steps gasworks park lake union burke gillman trail love home big terraced backyard hot tub garden deck grill within walking distance many bars shops restaurants wallingford fremont 4645 cantinetta whale wins joule manolin westward ivars close lake union westward restaurant burke gilman bike path gasworks stand paddle rental public transportation downtown seattle ballard university district etc unit motherinlaw suite basement house shown entry side house occasionally list entire house please inquire interested unit includes 1 bedroom w,strict,9.0,0.9,3267988,Rebecca
324,4122325,https://www.airbnb.com/rooms/4122325,spacious 3bd2ba green lake home,5,comfortable stylish home short walk green lake park great local bars restaurants coffee shops nice open updated kitchendiningliving room floor plan quick access great seattle neighborhoods downtown home open floor plan main floor great relaxing making food listening music watching movie one bedroom bathroom main floor two bedrooms master bathroom upper floor two bedrooms queen size beds one twin bed stereo living room connects wirelessly iphone ipad play music throughout space tv living room apple tv access lots movies shows demand feel free use cookbooks kitchen read book laying around house leave bookmark youre welcome nespresso coffee use herbsspicesoils cooking make home enjoy time seattle great city w,moderate,10.0,1.79,17961308,Ryan
325,8308353,https://www.airbnb.com/rooms/8308353,bright central and cozy bedroom,1,come stay room home located wallingford right edge fremont location convenient places city within walking distance gasworks park shops restaurants fremont wallingford nestled quiet street near gasworks park fremont wallingford house everything anyone visiting seattle could want room bright airy never feels dark even seattle gets little gloomy youll entire room bathroom shared us full access entire main floor house including awesome kitchen additionally cozy front porch backyard enjoy really love hosting interact much little youd like love giving seattle tourist tips neighborhood walkable tons amenities wide variety bars restaurants shops sites see convenient ton amazing dinin,flexible,10.0,1.86,5098788,Courtney & Adam
326,7226013,https://www.airbnb.com/rooms/7226013,cute comfy room in central location,1,cute room star wars decorations comfy futon warm friendly foodie host neighborhood get everything seattle super easy bus cab uber foot full bath kitchen nook internet use staying upstairs guest room comfortable futon space decorated star wars theme rest house smattered yoda boba fett perfect inner outer geek room suitcases comfortable reside take rest access room full bathroom shower aveda shampoo conditioner plus emergency travel supplies need kitchen supplies cooking website hidden oil spices pots pans platewaresilverware portion fridge store food kitchen nook eat breakfast dining room table need spread also washer dryer onsite need laundry stay,flexible,9.0,1.85,32154881,Angel
327,5761290,https://www.airbnb.com/rooms/5761290,2  bedroom near uw and greenlake,2,newly remodeled 2bedroom ground floor apartment two story house fully furnished functional 2 queen sized beds 2 elegant leather couches fully equipped modern kitchen 1step door access full bathroom utility close bus bike rental three blocks green lake enjoy walking biking inline skating basketball indoor swimming variety boating activities canoe kayak sailboat restaurants nearby 18 miles uw warm fully functional natural light sparse elegance perfect location university greenlake seattle downtown via busbike away traffic greenlake boating jogging biking indooroutdoor basketball zoo concerts people watching great coffee wine eateries course university like busy available happy answer questions city adventures enjoying home great breakfast coffee ethnic restaurants outdoor amenities easy access bus li,moderate,10.0,1.82,6885026,Jim
328,182716,https://www.airbnb.com/rooms/182716,quiet room near uw  green lake,3,women quiet urban oasis awaits youfresh flowers roombird watch coffee kitchen nook free wifi laundry parking pls ask need nights showing available near central bus lines house sunny centrally located house small koi pond two patios full kitchen stocked coffee tea along necessary dishes accoutrements cooking one bedroom double bed sleeps two locking bedroom doors two patios one directly guest room small koi pond serene waterfall pond covered october thru march cover removable day wish pack light use washer dryer laundry products charge please inquire additional nights dont see availability want often open additional availability guests access one bedroom free use washer dryer laundry supplies free street parking,flexible,10.0,1.17,181621,Barbara
329,3050140,https://www.airbnb.com/rooms/3050140,cozy private greenlake apartment,3,friendly renovated clean comfortable 1 bedroom apartment residential greenlake neighborhood walking distance greenlake zoo woodland park bus lines 1 mi uw 5 mi seattle center downtown cook walk restaurants 23 person furnished apartment entrance kitchen equipped cooking bath shower tub bedroom queensize posturpedic bed additional airmattress avail desk wireless internet tv cable control heat within apartment 2 night minimum stay 50 cleaning fee shared hot tub private yard shared washerdryer extra charge 2 wash 2dry honor system laundry soap dryer sheets provided storage bikes etc garage needed live upstairs interact needed allow much privacy prefer breakfast coffee tea provided unit note early risers work upstairs although apartment separate unit possible hear people,flexible,10.0,2.75,11236752,Susan
330,3254956,https://www.airbnb.com/rooms/3254956,wallingford private 1bd apartment,4,private 1 bedroom apartment heart wallingford walking distance uw gasworks park burke gilman trail fremont wallingford shops restaurants enjoy private apartment steps gasworks park university village burke gilman trail apartment unit motherinlaw unit house wallingford neighborhood seattle house built 2002 entrance backyard house unit motherinlaw suite basement house shown entry back house get unit youd walk stairs house pathway shown backyard door unit back patio area bed full sized bed comfortably sleeps 2 youre willing get cozy parking available street bike store backyard gated area unit washerdryer cable tv wifi internet spotty towards,strict,9.0,1.53,6680836,Dimple
331,1264287,https://www.airbnb.com/rooms/1264287,wallingford  5 bed 2 bath near uw,2,5 bedroom 2 bath great location neighborhood great walk score close everything including express transit downtown uw fantastic wine store 2 blocks away restaurants food trucks trader joes much farther wallingford craftsman built 1906 6 bedrooms 67 real beds total 2 bedrooms 1 room king bed one room 2 twin beds bathroom bathtubshower main floor main floor hard wood flooring area rugs top floor one bedroom view lake union town queen bed top floor also separate sleeping loft counted bedroom large room top stairs door queen bed extra area air mattresses sleeping floor etc queen air mattresses available space large privacy upstairs area wall wall carpet downstairs one bedroom king size bed well another roo,strict,9.0,0.94,6883532,Katharine
332,3404557,https://www.airbnb.com/rooms/3404557,lake union hacker house  1fl 4p 2l,2,built run supported seattle tech start veterans grokhomes focus create supportive environment smart people working interesting projects start ups listing lower bunk 4person shared room note fall major renovations happening one kitchen bathroom time always two working kitchens two working bathrooms house well work minimize impact renovations stay listing available working techscience space live hacker house immerse seattle tech scene expect surrounded smart people solving big problems working something fun frequent demo nights love guests share something passionate youre new city deep ties seattle tech scene help get involved expand network develop ideas learn someth,strict,9.0,0.33,1243056,Andrew
333,3939683,https://www.airbnb.com/rooms/3939683,lake union hacker house  3fl 2p l,2,built run supported seattle tech start veterans grokhomes focus create supportive environment smart people working interesting projects start ups listing lower bunk 2person shared room note fall major renovations happening one kitchen bathroom time always two working kitchens two working bathrooms house well work minimize impact renovations stay listing available working techscience space live hacker house immerse seattle tech scene expect surrounded smart people solving big problems working something fun frequent demo nights love guests share something passionate youre new city deep ties seattle tech scene help get involved expand network develop ideas learn someth,flexible,10.0,0.28,1243056,Andrew
334,3424242,https://www.airbnb.com/rooms/3424242,lake union hacker house  3fl 4p 2u,4,built run supported seattle tech start veterans grokhomes focus create supportive environment smart people working interesting projects start ups listing upper bunk 4person shared room allfemale room note fall major renovations happening one kitchen bathroom time always two working kitchens two working bathrooms house well work minimize impact renovations stay listing available working techscience space live hacker house immerse seattle tech scene expect surrounded smart people solving big problems working something fun frequent demo nights love guests share something passionate youre new city deep ties seattle tech scene help get involved expand network deve,strict,10.0,0.39,1243056,Andrew
335,7985714,https://www.airbnb.com/rooms/7985714,lake union hacker house  2fl 4p 2u,3,built run supported seattle tech start veterans grokhomes focus create supportive environment smart people working interesting projects start ups listing upper bunk 4person shared room note fall major renovations happening one kitchen bathroom time always two working kitchens two working bathrooms house well work minimize impact renovations stay listing available working techscience space live hacker house immerse seattle tech scene expect surrounded smart people solving big problems working something fun frequent demo nights love guests share something passionate youre new city deep ties seattle tech scene help get involved expand network develop ideas learn somet,flexible,10.0,0.29,1243056,Andrew
336,4279876,https://www.airbnb.com/rooms/4279876,seattle sunyside suite private 2br,2,spacious twobedroom wallingford offers onsite parking private patio wellequipped kitchen full bath easy access restaurants bars i5 university minutes downtown public transit 12 block away walk score 92 sunnyside seattle suite twobedroom apartment spacious lightfilled triplex two queen beds private bath tub shower private entry enclosed patio full kitchen updated furnishings amenities include wifi internet tv local cable hbo heating hair dryer linens coffee tea mainlevel unit triplex owners living site shared laundry available apartment accessed coded lock keys needed dedicated parking available like give guests privacy available time questions needs laidback centrallylocated wallingford bordered waters lake union south greenlake north funky fremont west,strict,10.0,4.31,4873557,Beth
337,3870253,https://www.airbnb.com/rooms/3870253,wallingford apt with sleeping loft,2,apartment second floor guest kitchen everything need create meal washing machine dryer balcony looks garden interaction determined guests needs flexible friendly like neighborhood walking distance woodlawn park zoo greenlake park jogging swimming sweet slow walk around lake 28 mile path fremont outdoor market sundays walking distance 45th street restaurants shopping ten minute bus ride e line downtown pike place market seattle center emp bus stop one minute away easy access ballard downtown seattle entire city bus bus transportation outside heart gate walking zoo green lake park fremont wallingford neighborhood,moderate,10.0,2.38,16533140,Steven And Dawn
338,2187563,https://www.airbnb.com/rooms/2187563,bright 2 br suite in wallingford,2,comfortable bright 2bedroom motherinlaw suite separate entry offstreet parking 2 blocks restaurants shops along 45th st walking distance uw easy access i5 well served public transportation comfortable spacious welllit motherinlaw unit familys house wallingford family live upstairs guests access entire suite includes master bedroom queen bed second bedroom two twin beds living room leather sofabed kitchen fully equipped includes fullsized range dishwasher refrigerator microwave coffee maker blender toaster dsl wifi included 47 hdtv dish network dvd player full bathroom welllit washer dryer unit closets bedrooms front hall offstreet parking available outside suite family live upstairs 3 adults 2 k,moderate,9.0,1.89,6668610,Don
339,3889299,https://www.airbnb.com/rooms/3889299,lake union hacker house  3fl 2p u,1,built run supported seattle tech start veterans grokhomes focus create supportive environment smart people working interesting projects start ups listing upper bunk 2person shared room note fall major renovations happening one kitchen bathroom time always two working kitchens two working bathrooms house well work minimize impact renovations stay listing available working techscience space live hacker house immerse seattle tech scene expect surrounded smart people solving big problems working something fun frequent demo nights love guests share something passionate youre new city deep ties seattle tech scene help get involved expand network develop ideas learn somet,strict,10.0,0.47,1243056,Andrew
340,3889330,https://www.airbnb.com/rooms/3889330,lake union hacker house  1fl 4p 1u,0,built run supported seattle tech start veterans grokhomes focus create supportive environment smart people working interesting projects start ups listing upper bunk 4person shared room note fall major renovations happening one kitchen bathroom time always two working kitchens two working bathrooms house well work minimize impact renovations stay listing available working techscience space live hacker house immerse seattle tech scene expect surrounded smart people solving big problems working something fun frequent demo nights love guests share something passionate youre new city deep ties seattle tech scene help get involved expand network develop ideas learn somet,strict,,,1243056,Andrew
341,1184846,https://www.airbnb.com/rooms/1184846,south wallingford casita,3,1 bedroom charming getaway peaceful holistic wallingford craftsman home 2 blocks gasworks park burkegilman trail breathe nature aspiring habitat garden begin end day earth move patio garden decks home fenced grounds shared 9 year old golden doodle happy upper unit longterm tenants middle floor private entrance basement bw opens directly garden patio bbq tranquil sitting areas 800 sq ft apartment equipped wireless wifi tv blueray direct tv cd player gas fireplace washerdryer well equipped kitchen queen sized comfy bed separate bedroom 1907 house old bones one occasionally hear squeeks particularly bedroom 730am washer spin cycle youre light sleeper unit likely work thankfully,flexible,9.0,1.07,6458694,Mary
342,3626162,https://www.airbnb.com/rooms/3626162,wallingford haven private full apt,3,full apt w separate entrance located wallingford one seattles coolest neighborhoods quiet street block away 45th sts coffee shops restaurants bars movie theaters stores centrally located entire city wallingford walkable neighborhood within wallingford extremely close action including two great parks families apartment comfortable everything need including private entrance two young children place definitely kidfriendly hope guests dont mind sounds pitterpattering upstairs guests access washerdryer back yard dishwasher large dvd vhs collection seattle offer friendly hosts approach handsoff unless need advice assistance renowned restaurants especially japanese great bars two funky old movie theaters dicks drivein awesome coffee shops,moderate,10.0,1.99,5656763,Elizabeth
343,456040,https://www.airbnb.com/rooms/456040, walking distance to greenlake,3,private bedroom full bed basement suite recently renovated craftsman home suite two rooms rentals airbnb comfortably accommodate 4 guests private bedroom queen bed basement suite recently renovated craftsman home suite two rooms room available feel free inquire second room rentals airbnb suite comfortably accommodate 4 guests suite includes shared kitchen living room laundry room bath room internet access parking included home within walking distance greenlake 10 min several wonderful restaurants cafes greenlake wonderful recreational area excellent walking cycling running also rental area small water crafts playground pool nearby woodland zoo short walk greenlake summer woodland zoo hosts outdoor concerts three fantastic restaura,flexible,10.0,4.68,798892,Chantel
344,9033154,https://www.airbnb.com/rooms/9033154,the wallingford bungalow,1,well situated home heart wallingford two kid friendly bedrooms main floor along full bathroom master bedroom bathroom upstairs guest bedroom separate bath basement transit shops nearby classic 3level bungalow central wallingford short walk parks grocery stores restaurants entire home disposal including spacious back yard fire pit play house little ones town friend lives close knows space well help unexpected needs wallingford quiet leafy residential neighborhood close everything interstate 5 near near quickly take distant destinations recent years number excellent restaurants opened 45th street main thoroughfare 43rd several bus lines pass blocks house whisk downtown sea,moderate,,,47151070,Jennifer
345,4340838,https://www.airbnb.com/rooms/4340838,great greenlake studio apartment ,2,come explore quintessential seattle neighborhood guest 600 square foot studio apartment greenlake bathroom full kitchen comfortable queen sized bed youll everything need make seattle stay enjoyable,flexible,10.0,3.01,11600938,Brian And Kylie
346,808811,https://www.airbnb.com/rooms/808811,greenlake home  great location,1,fabulous green lake home 2 blocks lake refinished hardwood floors living room added new tile kitchen bathroom new pictures coming soon home wood floors throughout large windows cozy fireplace open floor plan located two blocks south greenlake rent home skiing wedding attending cycling adventuring etc plans take us town try meet arrive thats possible hope make home two bedrooms master bedroom pillow top king bed guest room twin bed crib comforters futon living room easily folds sleep two also set play space toddler filled musical instruments wooden trains toys puzzles making space perfect young family young heart kitchen set perfectly enjoy cooking,strict,9.0,1.58,4255498,Tracey
347,7368030,https://www.airbnb.com/rooms/7368030,convenient apt central wallingford,3,great kitchen lots natural light directly next 24hr grocery store easy access multiple bus lines take directly udistrict fremont ballard downtown easy parking country stay well available email time theres ton see wallingford area high walking score green lake close old style movie theaters many bars restaurants area easy access rest seattle well provide information upon request car,flexible,10.0,0.2,38607259,Megan
348,522287,https://www.airbnb.com/rooms/522287,1911 house in wallingfordfremont,1,private room small home single artist great central seattle location shoeless house bedroom 2nd floor bathroom first floor shared host guests others wifi street parking listed room comfortable 2 guests foldout futon bed room third person second bed option 10stay open futon make room bit crowded please view photo third guest room available possibility room booked another guest twin bed sun roomlaundry room appropriate single guest 20night charge extra room wifi kitchen access coffee teas make available enjoy conversation feels mutually appropriate guests always free come go please several bus lines within 2 blocks h,flexible,9.0,4.7,2569008,Roger
349,1940787,https://www.airbnb.com/rooms/1940787,wallingford 2 bedroom cozy craftman,1,sweet place best part town extremely walkable yet beautiful neighborhood setting enjoy free parking comforts home sweet place best part town extremely walkable yet beautiful neighborhood setting enjoy free parking comforts home,strict,9.0,0.35,7675473,Marne
350,3732103,https://www.airbnb.com/rooms/3732103,lake union hacker house  2fl 4p 1u,5,built run supported seattle tech start veterans grokhomes focus create supportive environment smart people working interesting projects start ups listing upper bunk 4person shared room note fall major renovations happening one kitchen bathroom time always two working kitchens two working bathrooms house well work minimize impact renovations stay listing available working techscience space live hacker house immerse seattle tech scene expect surrounded smart people solving big problems working something fun frequent demo nights love guests share something passionate youre new city deep ties seattle tech scene help get involved expand network develop ideas learn somet,strict,10.0,0.35,1243056,Andrew
351,43373,https://www.airbnb.com/rooms/43373,big sunny central house with view,1,come stay centrally located house view spacious bedroom queen bed extra twin available request private showerbath access whole first floor includes solarium gourmet kitchen deck one room big comfy queensize bed rent beautiful sunny wallingford home two large closets private bathroom house huge solarium gourmet kitchen large deck beautiful backyard views lake union east cascade mountains downtown seattle centrally located everything one block burkegilman biking trail 3 blocks buses downtown 15 minutes mile uw mile fremont shared house two michael andanother michael share upstairs flexible work schedules allow us regularly meals together guests welcome join possible michael 1 owns manages two yoga studios danceevent,moderate,9.0,2.77,189356,Michael
352,5126365,https://www.airbnb.com/rooms/5126365,modern and cozy bedroom,2,comfy cozy bedroom modern touches perfect spot unwind end work day spend time weekend trip comfortably fits two people youll love taking walk greenlake nearby shops seconds i5 large home wallingford neighborhood cozy filled sentimental knickknacks handcrafted furniture modern touches youll feel right home large windows front room ton light common spaces weimaraner think gray lab eeyores personality franklin may may greet get home sure find napping days away house across bridge downtown parking street free easy find time day guest bedroom 1st floor right next door bathroom basement find washer dryer coin operated feel free laundry ha,moderate,7.0,0.3,1717300,Claire
353,7182584,https://www.airbnb.com/rooms/7182584,cute green lake cabin,0,tiny green lake cabin close everything need perfect families children small wellstocked kitchen king sized bed twin futon toddler bed plenty books toys sandbox picnic table huge front yard little house perfect 4 adults family 3 small children master bedroom kingsized bed second bedroomplayroom couch fold twin sized futon let us know youll needing second bedroom little kids room toddlersized bed 5 years playroom kids room house inhabit teepee vintage ikea play kitchen plenty kids books puzzles childrens games kitchen small simple little eating nook seats 24 microwave dishwasher everything else need including toaster coffee grinder french press chemex blendtec blender great spice selection oils condiments local coff,flexible,7.0,0.99,1107424,Pamela
